item  url
Makeover Monday, semana 42  https://public.tableau.com/views/w42_16046961128040/Dashboard1?:language=en&:display_count=y&publish=yes&:origin=viz_share_link
Mi ciudad https://cdn.knightlab.com/libs/timeline3/latest/embed/index.html?source=1hA-J91mFo8nf4hAH0MNp2M8fVp__E3JyutyfcidHOjg&font=Default&lang=en&initial_zoom=2&height=650
